workload,PSQ_size,QPRAC,QPRAC+1Proactive_per_4tREFI,QPRAC+1Proactive_per_2tREFI,QPRAC+1Proactive_per_1tREFI
473.astar,5.0,0.9992482309205801,1.0,1.0,1.0
481.wrf,1.0,1.0,1.0,1.0,1.0
481.wrf,2.0,1.0,1.0,1.0,1.0
481.wrf,3.0,1.0,1.0,1.0,1.0
481.wrf,4.0,1.0,1.0,1.0,1.0
481.wrf,5.0,1.0,1.0,1.0,1.0
482.sphinx3,1.0,0.6176368689507917,0.9337359217210063,1.000034577783723,1.0
482.sphinx3,2.0,0.9689635245817902,0.9931757699761897,1.0,1.0
482.sphinx3,3.0,0.9710140694252809,0.9944320366073605,1.0,1.0
482.sphinx3,4.0,0.9718963573370282,0.9951001787415783,1.0,1.0
482.sphinx3,5.0,0.9715228573749777,0.9956310671707482,1.0,1.0
483.xalancbmk,1.0,0.8729594049673294,0.9033450499325147,0.9643795935438252,1.0
483.xalancbmk,2.0,0.9243720857117866,0.9419169719342847,0.9880790009969865,1.0
483.xalancbmk,3.0,0.9379833826214785,0.9728584302915643,0.9981609941612078,1.0
483.xalancbmk,4.0,0.9520487739178886,0.9679743195549727,0.9987684242245785,1.0
483.xalancbmk,5.0,0.9536387170047176,0.9779404442676307,1.0011132261033329,1.0
500.perlbench,1.0,0.9992038257179274,1.0,1.0,1.0
500.perlbench,2.0,0.9994875488979627,1.0,1.0,1.0
500.perlbench,3.0,0.9994116235039887,1.0,1.0,1.0
500.perlbench,4.0,0.9994247929648469,1.0,1.0,1.0
500.perlbench,5.0,0.9995522339572844,1.0,1.0,1.0
502.gcc,1.0,0.9988170692035856,1.0,1.0,1.0
502.gcc,2.0,1.0006441337894847,1.0,1.0,1.0
502.gcc,3.0,1.000957966436417,1.0,1.0,1.0
502.gcc,4.0,0.9994926504512976,1.0,1.0,1.0
502.gcc,5.0,1.0004851548380347,1.0,1.0,1.0
505.mcf,1.0,0.8927777639906123,1.0,1.0,1.0
505.mcf,2.0,0.9864660889802984,1.0,1.0,1.0
505.mcf,3.0,0.9845467577100558,1.0,1.0,1.0
505.mcf,4.0,0.9824209262278735,1.0,1.0,1.0
505.mcf,5.0,0.9754261404289799,1.0,1.0,1.0
507.cactuBSSN,1.0,0.9128518256883744,1.0,1.0,1.0
507.cactuBSSN,2.0,0.8476707390106769,1.0,1.0,1.0
507.cactuBSSN,3.0,0.9899049661263849,1.0,1.0,1.0
507.cactuBSSN,4.0,0.9916600234445613,1.0,1.0,1.0
507.cactuBSSN,5.0,0.9914374853256339,1.0,1.0,1.0
508.namd,1.0,1.000163708189137,1.0,1.0,1.0
508.namd,2.0,1.0001924105312494,1.0,1.0,1.0
508.namd,3.0,1.0002988553311365,1.0,1.0,1.0
508.namd,4.0,1.0002988553311365,1.0,1.0,1.0
508.namd,5.0,1.0002988553311365,1.0,1.0,1.0
510.parest,1.0,0.8384893847594999,0.8948565168240918,0.9994327780407274,1.0
510.parest,2.0,0.9611118956464572,0.9875526810359955,1.0,1.0
510.parest,3.0,0.9665711036757115,0.9913764188663806,1.0,1.0
510.parest,4.0,0.9690371150463625,0.9931688985840621,1.0,1.0
510.parest,5.0,0.9674016134659392,0.9908249085099585,1.0,1.0
511.povray,1.0,1.0,1.0,1.0,1.0
511.povray,2.0,1.0,1.0,1.0,1.0
511.povray,3.0,1.0,1.0,1.0,1.0
511.povray,4.0,1.0,1.0,1.0,1.0
511.povray,5.0,1.0,1.0,1.0,1.0
519.lbm,1.0,0.7952518320705868,0.9487221552674119,1.0001024213729057,1.0
519.lbm,2.0,0.9642557540736106,0.99273476807539,1.0,1.0
519.lbm,3.0,0.9679913983843077,0.9944361334908736,1.0,1.0
519.lbm,4.0,0.9683614485118209,0.9947014300858603,1.0,1.0
519.lbm,5.0,0.9687262912662535,0.9950454045734923,1.0,1.0
520.omnetpp,1.0,0.9581546282795138,0.9999664144833447,1.0,1.0
520.omnetpp,2.0,0.9853443305492129,1.0,1.0,1.0
520.omnetpp,3.0,0.9856090521428446,1.0,1.0,1.0
520.omnetpp,4.0,0.9856192843755007,1.0,1.0,1.0
520.omnetpp,5.0,0.9857610114173112,1.0,1.0,1.0
523.xalancbmk,1.0,0.91222069372862,1.0,1.0,1.0
523.xalancbmk,2.0,0.9948473546340221,1.0,1.0,1.0
523.xalancbmk,3.0,0.9949924603973992,1.0,1.0,1.0
523.xalancbmk,4.0,0.9948975519615902,1.0,1.0,1.0
523.xalancbmk,5.0,0.9953171694349028,1.0,1.0,1.0
525.x264,1.0,1.0,1.0,1.0,1.0
525.x264,2.0,1.0,1.0,1.0,1.0
525.x264,3.0,1.0,1.0,1.0,1.0
525.x264,4.0,1.0,1.0,1.0,1.0
525.x264,5.0,1.0,1.0,1.0,1.0
526.blender,1.0,1.0,1.0,1.0,1.0
526.blender,2.0,1.0,1.0,1.0,1.0
526.blender,3.0,1.0,1.0,1.0,1.0
526.blender,4.0,1.0,1.0,1.0,1.0
526.blender,5.0,1.0,1.0,1.0,1.0
531.deepsjeng,1.0,1.0,1.0,1.0,1.0
531.deepsjeng,2.0,1.0,1.0,1.0,1.0
531.deepsjeng,3.0,1.0,1.0,1.0,1.0
531.deepsjeng,4.0,1.0,1.0,1.0,1.0
531.deepsjeng,5.0,1.0,1.0,1.0,1.0
538.imagick,1.0,1.0,1.0,1.0,1.0
538.imagick,2.0,1.0,1.0,1.0,1.0
538.imagick,3.0,1.0,1.0,1.0,1.0
538.imagick,4.0,1.0,1.0,1.0,1.0
538.imagick,5.0,1.0,1.0,1.0,1.0
541.leela,1.0,1.0,1.0,1.0,1.0
541.leela,2.0,1.0,1.0,1.0,1.0
541.leela,3.0,1.0,1.0,1.0,1.0
541.leela,4.0,1.0,1.0,1.0,1.0
541.leela,5.0,1.0,1.0,1.0,1.0
544.nab,1.0,0.9999175071582699,1.0,1.0,1.0
544.nab,2.0,0.9999175071582699,1.0,1.0,1.0
544.nab,3.0,0.9999175071582699,1.0,1.0,1.0
544.nab,4.0,0.9999175071582699,1.0,1.0,1.0
544.nab,5.0,0.9999175071582699,1.0,1.0,1.0
549.fotonik3d,1.0,0.9040679000759997,1.0,1.0,1.0
549.fotonik3d,2.0,0.9910339389018161,1.0,1.0,1.0
549.fotonik3d,3.0,0.9917483721435026,1.0,1.0,1.0
549.fotonik3d,4.0,0.9919575351885198,1.0,1.0,1.0
549.fotonik3d,5.0,0.9922002338232494,1.0,1.0,1.0
557.xz,1.0,0.9940924111048665,1.0,1.0,1.0
557.xz,2.0,0.9940766137541794,1.0,1.0,1.0
557.xz,3.0,0.9933722761564887,1.0,1.0,1.0
557.xz,4.0,0.9935908164581871,1.0,1.0,1.0
557.xz,5.0,0.9940777636443557,1.0,1.0,1.0
grep_map0,1.0,0.9996505385647335,1.0,1.0,1.0
grep_map0,2.0,1.00035304212024,1.0,1.0,1.0
grep_map0,3.0,1.000857028518694,1.0,1.0,1.0
grep_map0,4.0,1.000602035216018,1.0,1.0,1.0
grep_map0,5.0,0.9991651261567396,1.0,1.0,1.0
h264_encode,1.0,1.0,1.0,1.0,1.0
h264_encode,2.0,1.0,1.0,1.0,1.0
h264_encode,3.0,1.0,1.0,1.0,1.0
h264_encode,4.0,1.0,1.0,1.0,1.0
h264_encode,5.0,1.0,1.0,1.0,1.0
jp2_decode,1.0,0.8859718571235617,0.8750480463624054,1.0,1.0
jp2_decode,2.0,0.9768610619088652,0.9948047070546203,1.0,1.0
jp2_decode,3.0,0.9787521327655044,0.9965264279007634,1.0,1.0
jp2_decode,4.0,0.9807599590844991,0.9958057957952323,1.0,1.0
jp2_decode,5.0,0.9795942546647052,0.9974624257610535,1.0,1.0
jp2_encode,1.0,0.9453599263943036,0.9679915083740317,1.0,1.0
jp2_encode,2.0,0.9460936911813108,0.9948830964629855,1.0,1.0
jp2_encode,3.0,0.9779689083271828,0.993792804970216,1.0,1.0
jp2_encode,4.0,0.9773301805273595,0.9969018321769639,1.0,1.0
jp2_encode,5.0,0.9803712713472323,0.997260803794794,1.0,1.0
tpcc64,1.0,0.994305563079559,1.0,1.0,1.0
tpcc64,2.0,0.9914724412752924,1.0,1.0,1.0
tpcc64,3.0,0.9934963621988281,1.0,1.0,1.0
tpcc64,4.0,0.9960090211070444,1.0,1.0,1.0
tpcc64,5.0,0.9965011828899691,1.0,1.0,1.0
tpch17,1.0,0.9915748207030682,1.0,1.0,1.0
tpch17,2.0,0.9990315421064243,1.0,1.0,1.0
tpch17,3.0,0.9973193654726897,1.0,1.0,1.0
tpch17,4.0,0.9940252117300948,1.0,1.0,1.0
tpch17,5.0,0.99675463838348,1.0,1.0,1.0
tpch2,1.0,0.9571572821586714,1.0,1.0,1.0
tpch2,2.0,0.9999114207242986,1.0,1.0,1.0
tpch2,3.0,0.9969400227138756,1.0,1.0,1.0
tpch2,4.0,0.9973807719421104,1.0,1.0,1.0
tpch2,5.0,0.9978584205779084,1.0,1.0,1.0
tpch6,1.0,0.9985293757812227,1.0,1.0,1.0
tpch6,2.0,0.9984575947595147,1.0,1.0,1.0
tpch6,3.0,0.9980685050539003,1.0,1.0,1.0
tpch6,4.0,0.9967180861672871,1.0,1.0,1.0
tpch6,5.0,0.9978161566288548,1.0,1.0,1.0
wc_8443,1.0,0.9989751470839284,1.0,1.0,1.0
wc_8443,2.0,0.9994388994148419,1.0,1.0,1.0
wc_8443,3.0,0.9997904872912288,1.0,1.0,1.0
wc_8443,4.0,0.999510252948797,1.0,1.0,1.0
wc_8443,5.0,0.9993959311774817,1.0,1.0,1.0
wc_map0,1.0,0.9987403468501143,1.0,1.0,1.0
wc_map0,2.0,0.9994915044033065,1.0,1.0,1.0
wc_map0,3.0,0.9992855924933656,1.0,1.0,1.0
wc_map0,4.0,0.9991878107128833,1.0,1.0,1.0
wc_map0,5.0,0.9994045363090921,1.0,1.0,1.0
ycsb_abgsave,1.0,0.9330160599314139,1.0,1.0,1.0
ycsb_abgsave,2.0,0.9945862463243764,1.0,1.0,1.0
ycsb_abgsave,3.0,0.9948791072401328,1.0,1.0,1.0
ycsb_abgsave,4.0,0.9950123110877678,1.0,1.0,1.0
ycsb_abgsave,5.0,0.9946656074763759,1.0,1.0,1.0
ycsb_aserver,1.0,0.9961317546694926,1.0,1.0,1.0
ycsb_aserver,2.0,0.9972606768174475,1.0,1.0,1.0
ycsb_aserver,3.0,0.9976195832241054,1.0,1.0,1.0
ycsb_aserver,4.0,0.997244640296667,1.0,1.0,1.0
ycsb_aserver,5.0,0.9972467453281934,1.0,1.0,1.0
ycsb_bserver,1.0,0.9979218527508413,1.0,1.0,1.0
ycsb_bserver,2.0,0.9995610616878396,1.0,1.0,1.0
ycsb_bserver,3.0,0.9993701074466211,1.0,1.0,1.0
ycsb_bserver,4.0,0.9991518468827273,1.0,1.0,1.0
ycsb_bserver,5.0,0.9991828570415113,1.0,1.0,1.0
ycsb_cserver,1.0,0.9983818660599922,1.0,1.0,1.0
ycsb_cserver,2.0,0.9989396277126924,1.0,1.0,1.0
ycsb_cserver,3.0,0.9989396277126924,1.0,1.0,1.0
ycsb_cserver,4.0,0.9989396277126924,1.0,1.0,1.0
ycsb_cserver,5.0,0.9989396277126924,1.0,1.0,1.0
ycsb_dserver,1.0,0.9972981809652902,1.0,1.0,1.0
ycsb_dserver,2.0,0.9966011738078793,1.0,1.0,1.0
ycsb_dserver,3.0,0.9972795745884537,1.0,1.0,1.0
ycsb_dserver,4.0,0.9980660415328788,1.0,1.0,1.0
ycsb_dserver,5.0,0.9975477987624185,1.0,1.0,1.0
ycsb_eserver,1.0,0.9982190016053637,1.0,1.0,1.0
ycsb_eserver,2.0,0.9985774916955975,1.0,1.0,1.0
ycsb_eserver,3.0,0.9986138306441683,1.0,1.0,1.0
ycsb_eserver,4.0,0.998771328069769,1.0,1.0,1.0
ycsb_eserver,5.0,0.9987493595838688,1.0,1.0,1.0
SPEC2K6 (23),1.0,0.9020143861549159,0.951269706957417,0.9926771683550782,1.0
SPEC2K17 (18),1.0,0.9537088389086701,0.9909432188758096,0.9999741688468349,1.0
TPC (4),1.0,0.985252120590625,1.0,1.0,1.0
Hadoop (3),1.0,0.9991219363477531,1.0,1.0,1.0
MediaBench (3),1.0,0.9426251838169829,0.9461670410427878,1.0,1.0
YCSB (6),1.0,0.9865255332177028,1.0,1.0,1.0
SPEC2K6 (23),2.0,0.9761234640352993,0.9920193704267468,0.9992432373480695,1.0
SPEC2K17 (18),2.0,0.9840404566068951,0.998899650939801,1.0,1.0
TPC (4),2.0,0.9972125839000953,1.0,1.0,1.0
Hadoop (3),2.0,0.9997610608272157,1.0,1.0,1.0
MediaBench (3),2.0,0.9740673396685332,0.9965596399395953,1.0,1.0
YCSB (6),2.0,0.9975863094723653,1.0,1.0,1.0
SPEC2K6 (23),3.0,0.9843436161495637,0.9933032902844573,0.9991869124972163,1.0
SPEC2K17 (18),3.0,0.9930178940010986,0.9992091805383908,1.0,1.0
TPC (4),3.0,0.9964545141961761,1.0,1.0,1.0
Hadoop (3),3.0,0.9999774882542399,1.0,1.0,1.0
MediaBench (3),3.0,0.9855210912496036,0.9967698419837441,1.0,1.0
YCSB (6),3.0,0.9977825300091713,1.0,1.0,1.0
SPEC2K6 (23),4.0,0.9845134482577717,0.9956368128277064,0.9998082645912285,1.0
SPEC2K17 (18),4.0,0.993097016028469,0.9993242730002178,1.0,1.0
TPC (4),4.0,0.9960324794404525,1.0,1.0,1.0
Hadoop (3),4.0,0.9997665165140219,1.0,1.0,1.0
MediaBench (3),4.0,0.9859797882517795,0.9975676291425631,1.0,1.0
YCSB (6),4.0,0.9978632797320851,1.0,1.0,1.0
SPEC2K6 (23),5.0,0.9852487224894179,0.9962645074180493,0.999834756004342,1.0
SPEC2K17 (18),5.0,0.9927515747811583,0.9992122908495168,1.0,1.0
TPC (4),5.0,0.9972324121454778,1.0,1.0,1.0
Hadoop (3),5.0,0.9993218583953773,1.0,1.0,1.0
MediaBench (3),5.0,0.986610201791524,0.998240298757729,1.0,1.0
YCSB (6),5.0,0.9977208061732805,1.0,1.0,1.0
All (57),1.0,0.9423491877309109,0.9754163613082488,0.9972692895833579,1.0
All (57),2.0,0.9840252976638088,0.9964740670356291,0.999719198621595,1.0
All (57),3.0,0.9905641813130286,0.9970605315489325,0.9996982935956387,1.0
All (57),4.0,0.990643228611675,0.9980155625366044,0.999928868058639,1.0
All (57),5.0,0.990904639893661,0.998258058026606,0.999938696621889,1.0
