GroupSize	 NBO	 PRAC-CONFIG	 MAXIMUM_ACT
32366	32	1	18
32367	32	1	18
32368	32	1	18
32369	32	1	18
32370	32	1	18
32371	32	1	18
32372	32	1	18
32373	32	1	18
32374	32	1	18
32375	32	1	18
32376	32	1	18
32377	32	1	18
32378	32	1	18
32379	32	1	18
32380	32	1	18
32381	32	1	18
32382	32	1	18
32383	32	1	18
32384	32	1	18
32385	32	1	18
32386	32	1	18
32387	32	1	18
32388	32	1	18
32389	32	1	18
32390	32	1	18
32391	32	1	18
32392	32	1	18
32393	32	1	18
32394	32	1	18
32395	32	1	18
32396	32	1	18
32397	32	1	18
32398	32	1	18
32399	32	1	18
32400	32	1	18
32401	32	1	18
32402	32	1	18
32403	32	1	18
32404	32	1	18
32405	32	1	18
32406	32	1	18
32407	32	1	18
32408	32	1	18
32409	32	1	18
32410	32	1	18
32411	32	1	18
32412	32	1	18
32413	32	1	18
32414	32	1	18
32415	32	1	18
32416	32	1	18
32417	32	1	18
32418	32	1	18
32419	32	1	18
32420	32	1	18
32421	32	1	18
32422	32	1	18
32423	32	1	18
32424	32	1	18
32425	32	1	18
32426	32	1	18
32427	32	1	18
32428	32	1	18
32429	32	1	18
32430	32	1	18
32431	32	1	18
32432	32	1	18
32433	32	1	18
32434	32	1	18
32435	32	1	18
32436	32	1	18
32437	32	1	18
32438	32	1	18
32439	32	1	18
32440	32	1	18
32441	32	1	18
32442	32	1	18
32443	32	1	18
32444	32	1	18
32445	32	1	18
32446	32	1	18
32447	32	1	18
32448	32	1	18
32449	32	1	18
32450	32	1	18
32451	32	1	18
32452	32	1	18
32453	32	1	18
32454	32	1	18
32455	32	1	18
32456	32	1	18
32457	32	1	18
32458	32	1	18
32459	32	1	18
32460	32	1	18
32461	32	1	18
32462	32	1	18
32463	32	1	18
32464	32	1	18
32465	32	1	18
32466	32	1	18
32467	32	1	18
32468	32	1	18
32469	32	1	18
32470	32	1	18
32471	32	1	18
32472	32	1	18
32473	32	1	18
32474	32	1	18
32475	32	1	18
32476	32	1	18
32477	32	1	18
32478	32	1	18
32479	32	1	18
32480	32	1	18
32481	32	1	18
32482	32	1	18
32483	32	1	18
32484	32	1	18
32485	32	1	18
32486	32	1	18
32487	32	1	18
32488	32	1	18
32489	32	1	18
32490	32	1	18
32491	32	1	18
32492	32	1	18
32493	32	1	18
32494	32	1	18
32495	32	1	18
32496	32	1	18
32497	32	1	18
32498	32	1	18
32499	32	1	18
32500	32	1	18
32501	32	1	18
32502	32	1	18
32503	32	1	18
32504	32	1	18
32505	32	1	18
32506	32	1	18
32507	32	1	18
32508	32	1	18
32509	32	1	18
32510	32	1	18
32511	32	1	18
32512	32	1	18
32513	32	1	18
32514	32	1	18
32515	32	1	18
32516	32	1	18
32517	32	1	18
32518	32	1	18
32519	32	1	18
32520	32	1	18
32521	32	1	18
32522	32	1	18
32523	32	1	18
32524	32	1	18
32525	32	1	18
32526	32	1	18
32527	32	1	18
32528	32	1	18
32529	32	1	18
32530	32	1	18
32531	32	1	18
32532	32	1	18
32533	32	1	18
32534	32	1	18
32535	32	1	18
32536	32	1	18
32537	32	1	18
32538	32	1	18
32539	32	1	18
32540	32	1	18
32541	32	1	18
32542	32	1	18
32543	32	1	18
32544	32	1	18
32545	32	1	18
32546	32	1	18
32547	32	1	18
32548	32	1	18
32549	32	1	18
32550	32	1	18
32551	32	1	18
32552	32	1	18
32553	32	1	18
32554	32	1	18
32555	32	1	18
32556	32	1	18
32557	32	1	18
32558	32	1	18
32559	32	1	18
32560	32	1	18
32561	32	1	18
32562	32	1	18
32563	32	1	18
32564	32	1	18
32565	32	1	18
32566	32	1	18
32567	32	1	18
32568	32	1	18
32569	32	1	18
32570	32	1	18
32571	32	1	18
32572	32	1	18
32573	32	1	18
32574	32	1	18
32575	32	1	18
32576	32	1	18
32577	32	1	18
32578	32	1	18
32579	32	1	18
32580	32	1	18
32581	32	1	18
32582	32	1	18
32583	32	1	18
32584	32	1	18
32585	32	1	18
32586	32	1	18
32587	32	1	18
32588	32	1	18
32589	32	1	18
32590	32	1	18
32591	32	1	18
32592	32	1	18
32593	32	1	18
32594	32	1	18
32595	32	1	18
32596	32	1	18
32597	32	1	18
32598	32	1	18
32599	32	1	18
32600	32	1	18
32601	32	1	18
32602	32	1	18
32603	32	1	18
32604	32	1	18
32605	32	1	18
32606	32	1	18
32607	32	1	18
32608	32	1	18
32609	32	1	18
32610	32	1	18
32611	32	1	18
32612	32	1	18
32613	32	1	18
32614	32	1	18
32615	32	1	18
32616	32	1	18
32617	32	1	18
32618	32	1	18
32619	32	1	18
32620	32	1	18
32621	32	1	18
32622	32	1	18
32623	32	1	18
32624	32	1	18
32625	32	1	18
32626	32	1	18
32627	32	1	18
32628	32	1	18
32629	32	1	18
32630	32	1	18
32631	32	1	18
32632	32	1	18
32633	32	1	18
32634	32	1	18
32635	32	1	18
32636	32	1	18
32637	32	1	18
32638	32	1	18
32639	32	1	18
32640	32	1	18
32641	32	1	18
32642	32	1	18
32643	32	1	18
32644	32	1	18
32645	32	1	18
32646	32	1	18
32647	32	1	18
32648	32	1	18
32649	32	1	18
32650	32	1	18
32651	32	1	18
32652	32	1	18
32653	32	1	18
32654	32	1	18
32655	32	1	18
32656	32	1	18
32657	32	1	18
32658	32	1	18
32659	32	1	18
32660	32	1	18
32661	32	1	18
32662	32	1	18
32663	32	1	18
32664	32	1	18
32665	32	1	18
32666	32	1	18
32667	32	1	18
32668	32	1	18
32669	32	1	18
32670	32	1	18
32671	32	1	18
32672	32	1	18
32673	32	1	18
32674	32	1	18
32675	32	1	18
32676	32	1	18
32677	32	1	18
32678	32	1	18
32679	32	1	18
32680	32	1	18
32681	32	1	18
32682	32	1	18
32683	32	1	18
32684	32	1	18
32685	32	1	18
32686	32	1	18
32687	32	1	18
32688	32	1	18
32689	32	1	18
32690	32	1	18
32691	32	1	18
32692	32	1	18
32693	32	1	18
32694	32	1	18
32695	32	1	18
32696	32	1	18
32697	32	1	18
32698	32	1	18
32699	32	1	18
32700	32	1	18
32701	32	1	18
32702	32	1	18
32703	32	1	18
32704	32	1	18
32705	32	1	18
32706	32	1	18
32707	32	1	18
32708	32	1	18
32709	32	1	18
32710	32	1	18
32711	32	1	18
32712	32	1	18
32713	32	1	18
32714	32	1	18
32715	32	1	18
32716	32	1	18
32717	32	1	18
32718	32	1	18
32719	32	1	18
32720	32	1	18
32721	32	1	18
32722	32	1	18
32723	32	1	18
32724	32	1	18
32725	32	1	18
32726	32	1	18
32727	32	1	18
32728	32	1	18
32729	32	1	18
32730	32	1	18
32731	32	1	18
32732	32	1	18
32733	32	1	18
32734	32	1	18
32735	32	1	18
32736	32	1	18
32737	32	1	18
32738	32	1	18
32739	32	1	18
32740	32	1	18
32741	32	1	18
32742	32	1	18
32743	32	1	18
32744	32	1	18
32745	32	1	18
32746	32	1	18
32747	32	1	18
32748	32	1	18
32749	32	1	18
32750	32	1	18
32751	32	1	18
32752	32	1	18
32753	32	1	18
32754	32	1	18
32755	32	1	18
32756	32	1	18
32757	32	1	18
32758	32	1	18
32759	32	1	18
32760	32	1	18
32761	32	1	18
32762	32	1	18
32763	32	1	18
32764	32	1	18
32765	32	1	18
32766	32	1	18
32767	32	1	18
32768	32	1	18
32769	32	1	18
32770	32	1	18
32771	32	1	18
32772	32	1	18
32773	32	1	18
32774	32	1	18
32775	32	1	18
32776	32	1	18
32777	32	1	18
32778	32	1	18
32779	32	1	18
32780	32	1	18
32781	32	1	18
32782	32	1	18
32783	32	1	18
32784	32	1	18
32785	32	1	18
32786	32	1	18
32787	32	1	18
32788	32	1	18
32789	32	1	18
32790	32	1	18
32791	32	1	18
32792	32	1	18
32793	32	1	18
32794	32	1	18
32795	32	1	18
32796	32	1	18
32797	32	1	18
32798	32	1	18
32799	32	1	18
32800	32	1	18
32801	32	1	18
32802	32	1	18
32803	32	1	18
32804	32	1	18
32805	32	1	18
32806	32	1	18
32807	32	1	18
32808	32	1	18
32809	32	1	18
32810	32	1	18
32811	32	1	18
32812	32	1	18
32813	32	1	18
32814	32	1	18
32815	32	1	18
32816	32	1	18
32817	32	1	18
32818	32	1	18
32819	32	1	18
32820	32	1	18
32821	32	1	18
32822	32	1	18
32823	32	1	18
32824	32	1	18
32825	32	1	18
32826	32	1	18
32827	32	1	18
32828	32	1	18
32829	32	1	18
32830	32	1	18
32831	32	1	18
32832	32	1	18
32833	32	1	18
32834	32	1	18
32835	32	1	18
32836	32	1	18
32837	32	1	18
32838	32	1	18
32839	32	1	18
32840	32	1	18
32841	32	1	18
32842	32	1	18
32843	32	1	18
32844	32	1	18
32845	32	1	18
32846	32	1	18
32847	32	1	18
32848	32	1	18
32849	32	1	18
32850	32	1	18
32851	32	1	18
32852	32	1	18
32853	32	1	18
32854	32	1	18
32855	32	1	18
32856	32	1	18
32857	32	1	18
32858	32	1	18
32859	32	1	18
32860	32	1	18
32861	32	1	18
32862	32	1	18
32863	32	1	18
32864	32	1	18
32865	32	1	18
32866	32	1	18
32867	32	1	18
32868	32	1	18
32869	32	1	18
32870	32	1	18
32871	32	1	18
32872	32	1	18
32873	32	1	18
32874	32	1	18
32875	32	1	18
32876	32	1	18
32877	32	1	18
32878	32	1	18
32879	32	1	18
32880	32	1	18
32881	32	1	18
32882	32	1	18
32883	32	1	18
32884	32	1	18
32885	32	1	18
32886	32	1	18
32887	32	1	18
32888	32	1	18
32889	32	1	18
32890	32	1	18
32891	32	1	18
32892	32	1	18
32893	32	1	18
32894	32	1	18
32895	32	1	18
32896	32	1	18
32897	32	1	18
32898	32	1	17
32899	32	1	17
32900	32	1	17
32901	32	1	17
32902	32	1	17
32903	32	1	17
32904	32	1	17
32905	32	1	17
32906	32	1	17
32907	32	1	17
32908	32	1	17
32909	32	1	17
32910	32	1	17
32911	32	1	17
32912	32	1	17
32913	32	1	17
32914	32	1	17
32915	32	1	17
32916	32	1	17
32917	32	1	17
32918	32	1	17
32919	32	1	17
32920	32	1	17
32921	32	1	17
32922	32	1	17
32923	32	1	17
32924	32	1	17
32925	32	1	17
32926	32	1	17
32927	32	1	17
32928	32	1	17
32929	32	1	17
32930	32	1	17
32931	32	1	17
32932	32	1	17
32933	32	1	17
32934	32	1	17
32935	32	1	17
32936	32	1	17
32937	32	1	17
32938	32	1	17
32939	32	1	17
32940	32	1	17
32941	32	1	17
32942	32	1	17
32943	32	1	17
32944	32	1	17
32945	32	1	17
32946	32	1	17
32947	32	1	17
32948	32	1	17
32949	32	1	17
32950	32	1	17
32951	32	1	17
32952	32	1	17
32953	32	1	17
32954	32	1	17
32955	32	1	17
32956	32	1	17
32957	32	1	17
32958	32	1	17
32959	32	1	17
32960	32	1	17
32961	32	1	17
32962	32	1	17
32963	32	1	17
32964	32	1	17
32965	32	1	17
32966	32	1	17
32967	32	1	17
32968	32	1	17
32969	32	1	17
32970	32	1	17
32971	32	1	17
32972	32	1	17
32973	32	1	17
32974	32	1	17
32975	32	1	17
32976	32	1	17
32977	32	1	17
32978	32	1	17
32979	32	1	17
32980	32	1	17
32981	32	1	17
32982	32	1	17
32983	32	1	17
32984	32	1	17
32985	32	1	17
32986	32	1	17
32987	32	1	17
32988	32	1	17
32989	32	1	17
32990	32	1	17
32991	32	1	17
32992	32	1	17
32993	32	1	17
32994	32	1	17
32995	32	1	17
32996	32	1	17
32997	32	1	17
32998	32	1	17
32999	32	1	17
33000	32	1	17
33001	32	1	17
33002	32	1	17
33003	32	1	17
33004	32	1	17
33005	32	1	17
33006	32	1	17
33007	32	1	17
33008	32	1	17
33009	32	1	17
33010	32	1	17
33011	32	1	17
33012	32	1	17
33013	32	1	17
33014	32	1	17
33015	32	1	17
33016	32	1	17
33017	32	1	17
33018	32	1	17
33019	32	1	17
33020	32	1	17
33021	32	1	17
33022	32	1	17
33023	32	1	17
33024	32	1	17
33025	32	1	17
33026	32	1	17
33027	32	1	17
33028	32	1	17
33029	32	1	17
33030	32	1	17
33031	32	1	17
33032	32	1	17
33033	32	1	17
33034	32	1	17
33035	32	1	17
33036	32	1	17
33037	32	1	17
33038	32	1	17
33039	32	1	17
33040	32	1	17
33041	32	1	17
33042	32	1	17
33043	32	1	17
33044	32	1	17
33045	32	1	17
33046	32	1	17
33047	32	1	17
33048	32	1	17
33049	32	1	17
33050	32	1	17
33051	32	1	17
33052	32	1	17
33053	32	1	17
33054	32	1	17
33055	32	1	17
33056	32	1	17
33057	32	1	17
33058	32	1	17
33059	32	1	17
33060	32	1	17
33061	32	1	17
33062	32	1	17
33063	32	1	17
33064	32	1	17
33065	32	1	17
33066	32	1	17
33067	32	1	17
33068	32	1	17
33069	32	1	17
33070	32	1	17
33071	32	1	17
33072	32	1	17
33073	32	1	17
33074	32	1	17
33075	32	1	17
33076	32	1	17
33077	32	1	17
33078	32	1	17
33079	32	1	17
33080	32	1	17
33081	32	1	17
33082	32	1	17
33083	32	1	17
33084	32	1	17
33085	32	1	17
33086	32	1	17
33087	32	1	17
33088	32	1	17
33089	32	1	17
33090	32	1	17
33091	32	1	17
33092	32	1	17
33093	32	1	17
33094	32	1	17
33095	32	1	17
33096	32	1	17
33097	32	1	17
33098	32	1	17
33099	32	1	17
33100	32	1	17
33101	32	1	17
33102	32	1	17
33103	32	1	17
33104	32	1	17
33105	32	1	17
33106	32	1	17
33107	32	1	17
33108	32	1	17
33109	32	1	17
33110	32	1	17
33111	32	1	17
33112	32	1	17
33113	32	1	17
33114	32	1	17
33115	32	1	17
33116	32	1	17
33117	32	1	17
33118	32	1	17
33119	32	1	17
33120	32	1	17
33121	32	1	17
33122	32	1	17
33123	32	1	17
33124	32	1	17
33125	32	1	17
33126	32	1	17
33127	32	1	17
33128	32	1	17
33129	32	1	17
33130	32	1	17
33131	32	1	17
33132	32	1	17
33133	32	1	17
33134	32	1	17
33135	32	1	17
33136	32	1	17
33137	32	1	17
33138	32	1	17
33139	32	1	17
33140	32	1	17
33141	32	1	17
33142	32	1	17
33143	32	1	17
33144	32	1	17
33145	32	1	17
33146	32	1	17
33147	32	1	17
33148	32	1	17
33149	32	1	17
33150	32	1	17
33151	32	1	17
33152	32	1	17
33153	32	1	17
33154	32	1	17
33155	32	1	17
33156	32	1	17
33157	32	1	17
33158	32	1	17
33159	32	1	17
33160	32	1	17
33161	32	1	17
33162	32	1	17
33163	32	1	17
33164	32	1	17
33165	32	1	17
33166	32	1	17
33167	32	1	17
33168	32	1	17
33169	32	1	17
33170	32	1	17
33171	32	1	17
33172	32	1	17
33173	32	1	17
33174	32	1	17
33175	32	1	17
33176	32	1	17
33177	32	1	17
33178	32	1	17
33179	32	1	17
33180	32	1	17
33181	32	1	17
33182	32	1	17
33183	32	1	17
33184	32	1	17
33185	32	1	17
33186	32	1	17
33187	32	1	17
33188	32	1	17
33189	32	1	17
33190	32	1	17
33191	32	1	17
33192	32	1	17
33193	32	1	17
33194	32	1	17
33195	32	1	17
33196	32	1	17
33197	32	1	17
33198	32	1	17
33199	32	1	17
33200	32	1	17
33201	32	1	17
33202	32	1	17
33203	32	1	17
33204	32	1	17
33205	32	1	17
33206	32	1	17
33207	32	1	17
33208	32	1	17
33209	32	1	17
33210	32	1	17
33211	32	1	17
33212	32	1	17
33213	32	1	17
33214	32	1	17
33215	32	1	17
33216	32	1	17
33217	32	1	17
33218	32	1	17
33219	32	1	17
33220	32	1	17
33221	32	1	17
33222	32	1	17
33223	32	1	17
33224	32	1	17
33225	32	1	17
33226	32	1	17
33227	32	1	17
33228	32	1	17
33229	32	1	17
33230	32	1	17
33231	32	1	17
33232	32	1	17
33233	32	1	17
33234	32	1	17
33235	32	1	17
33236	32	1	17
33237	32	1	17
33238	32	1	17
33239	32	1	17
33240	32	1	17
33241	32	1	17
33242	32	1	17
33243	32	1	17
33244	32	1	17
33245	32	1	17
33246	32	1	17
33247	32	1	17
33248	32	1	17
33249	32	1	17
33250	32	1	17
33251	32	1	17
33252	32	1	17
33253	32	1	17
33254	32	1	17
33255	32	1	17
33256	32	1	17
33257	32	1	17
33258	32	1	17
33259	32	1	17
33260	32	1	17
33261	32	1	17
33262	32	1	17
33263	32	1	17
33264	32	1	17
33265	32	1	17
33266	32	1	17
33267	32	1	17
33268	32	1	17
33269	32	1	17
33270	32	1	17
33271	32	1	17
33272	32	1	17
33273	32	1	17
33274	32	1	17
33275	32	1	17
33276	32	1	17
33277	32	1	17
33278	32	1	17
33279	32	1	17
33280	32	1	17
33281	32	1	17
33282	32	1	17
33283	32	1	17
33284	32	1	17
33285	32	1	17
33286	32	1	17
33287	32	1	17
33288	32	1	17
33289	32	1	17
33290	32	1	17
33291	32	1	17
33292	32	1	17
33293	32	1	17
33294	32	1	17
33295	32	1	17
33296	32	1	17
33297	32	1	17
33298	32	1	17
33299	32	1	17
33300	32	1	17
33301	32	1	17
33302	32	1	17
33303	32	1	17
33304	32	1	17
33305	32	1	17
33306	32	1	17
33307	32	1	17
33308	32	1	17
33309	32	1	17
33310	32	1	17
33311	32	1	17
33312	32	1	17
33313	32	1	17
33314	32	1	17
33315	32	1	17
33316	32	1	17
33317	32	1	17
33318	32	1	17
33319	32	1	17
33320	32	1	17
33321	32	1	17
33322	32	1	17
33323	32	1	17
33324	32	1	17
33325	32	1	17
33326	32	1	17
33327	32	1	17
33328	32	1	17
33329	32	1	17
33330	32	1	17
33331	32	1	17
33332	32	1	17
33333	32	1	17
33334	32	1	17
33335	32	1	17
33336	32	1	17
33337	32	1	17
33338	32	1	17
33339	32	1	17
33340	32	1	17
33341	32	1	17
33342	32	1	17
33343	32	1	17
33344	32	1	17
33345	32	1	17
33346	32	1	17
33347	32	1	17
33348	32	1	17
33349	32	1	17
33350	32	1	17
33351	32	1	17
33352	32	1	17
33353	32	1	17
33354	32	1	17
33355	32	1	17
33356	32	1	17
33357	32	1	17
33358	32	1	17
33359	32	1	17
33360	32	1	17
33361	32	1	17
33362	32	1	17
33363	32	1	17
33364	32	1	17
33365	32	1	17
33366	32	1	17
33367	32	1	17
33368	32	1	17
33369	32	1	17
33370	32	1	17
33371	32	1	17
33372	32	1	17
33373	32	1	17
33374	32	1	17
33375	32	1	17
33376	32	1	17
33377	32	1	17
33378	32	1	17
33379	32	1	17
33380	32	1	17
33381	32	1	17
33382	32	1	17
33383	32	1	17
33384	32	1	17
33385	32	1	17
33386	32	1	17
33387	32	1	17
33388	32	1	17
33389	32	1	17
33390	32	1	17
33391	32	1	17
33392	32	1	17
33393	32	1	17
33394	32	1	17
33395	32	1	17
33396	32	1	17
33397	32	1	17
33398	32	1	17
33399	32	1	17
33400	32	1	17
33401	32	1	17
33402	32	1	17
33403	32	1	17
33404	32	1	17
33405	32	1	17
33406	32	1	17
33407	32	1	17
33408	32	1	17
33409	32	1	17
33410	32	1	17
33411	32	1	17
33412	32	1	17
33413	32	1	17
33414	32	1	17
33415	32	1	17
33416	32	1	17
33417	32	1	17
33418	32	1	17
33419	32	1	17
33420	32	1	17
33421	32	1	17
33422	32	1	17
33423	32	1	17
33424	32	1	17
33425	32	1	17
33426	32	1	17
33427	32	1	17
33428	32	1	17
33429	32	1	17
33430	32	1	17
33431	32	1	17
33432	32	1	17
33433	32	1	17
33434	32	1	17
33435	32	1	17
33436	32	1	17
33437	32	1	17
33438	32	1	17
33439	32	1	17
33440	32	1	17
33441	32	1	17
33442	32	1	17
33443	32	1	17
33444	32	1	17
33445	32	1	17
33446	32	1	17
33447	32	1	17
33448	32	1	17
33449	32	1	17
33450	32	1	17
33451	32	1	17
33452	32	1	17
33453	32	1	17
33454	32	1	17
33455	32	1	17
33456	32	1	17
33457	32	1	17
33458	32	1	17
33459	32	1	17
33460	32	1	17
33461	32	1	17
33462	32	1	17
33463	32	1	17
33464	32	1	17
33465	32	1	17
33466	32	1	17
33467	32	1	17
33468	32	1	17
33469	32	1	17
33470	32	1	17
33471	32	1	17
33472	32	1	17
33473	32	1	17
33474	32	1	17
33475	32	1	17
33476	32	1	17
33477	32	1	17
33478	32	1	17
33479	32	1	17
33480	32	1	17
33481	32	1	17
33482	32	1	17
33483	32	1	17
33484	32	1	17
33485	32	1	17
33486	32	1	17
33487	32	1	17
33488	32	1	17
33489	32	1	17
33490	32	1	17
33491	32	1	17
33492	32	1	17
33493	32	1	17
33494	32	1	17
33495	32	1	17
33496	32	1	17
33497	32	1	17
33498	32	1	17
33499	32	1	17
33500	32	1	17
33501	32	1	17
33502	32	1	17
33503	32	1	17
33504	32	1	17
33505	32	1	17
33506	32	1	17
33507	32	1	17
33508	32	1	17
33509	32	1	17
33510	32	1	17
33511	32	1	17
33512	32	1	17
33513	32	1	17
33514	32	1	17
33515	32	1	17
33516	32	1	17
33517	32	1	17
33518	32	1	17
33519	32	1	17
33520	32	1	17
33521	32	1	17
33522	32	1	17
33523	32	1	17
33524	32	1	17
33525	32	1	17
33526	32	1	17
33527	32	1	17
33528	32	1	17
33529	32	1	17
33530	32	1	17
33531	32	1	17
33532	32	1	17
33533	32	1	17
33534	32	1	17
33535	32	1	17
33536	32	1	17
33537	32	1	17
33538	32	1	17
33539	32	1	17
33540	32	1	17
33541	32	1	17
33542	32	1	17
33543	32	1	17
33544	32	1	17
33545	32	1	17
33546	32	1	17
33547	32	1	17
33548	32	1	17
33549	32	1	17
33550	32	1	17
33551	32	1	17
33552	32	1	17
33553	32	1	17
33554	32	1	17
33555	32	1	17
33556	32	1	17
33557	32	1	17
33558	32	1	17
33559	32	1	17
33560	32	1	17
33561	32	1	17
33562	32	1	17
33563	32	1	17
33564	32	1	17
33565	32	1	17
33566	32	1	17
33567	32	1	17
33568	32	1	17
33569	32	1	17
33570	32	1	17
33571	32	1	17
33572	32	1	17
33573	32	1	17
33574	32	1	17
33575	32	1	17
33576	32	1	17
33577	32	1	17
33578	32	1	17
33579	32	1	17
33580	32	1	17
33581	32	1	17
33582	32	1	17
33583	32	1	17
33584	32	1	17
33585	32	1	17
33586	32	1	17
33587	32	1	17
33588	32	1	17
33589	32	1	17
33590	32	1	17
33591	32	1	17
33592	32	1	17
33593	32	1	17
33594	32	1	17
33595	32	1	17
33596	32	1	17
33597	32	1	17
33598	32	1	17
33599	32	1	17
33600	32	1	17
33601	32	1	17
33602	32	1	17
33603	32	1	17
33604	32	1	17
33605	32	1	17
33606	32	1	17
33607	32	1	17
33608	32	1	17
33609	32	1	17
33610	32	1	17
33611	32	1	17
33612	32	1	17
33613	32	1	17
33614	32	1	17
33615	32	1	17
33616	32	1	17
33617	32	1	17
33618	32	1	17
33619	32	1	17
33620	32	1	17
33621	32	1	17
33622	32	1	17
33623	32	1	17
33624	32	1	17
33625	32	1	17
33626	32	1	17
33627	32	1	17
33628	32	1	17
33629	32	1	17
33630	32	1	17
33631	32	1	17
33632	32	1	17
33633	32	1	17
33634	32	1	17
33635	32	1	17
33636	32	1	17
33637	32	1	17
33638	32	1	17
33639	32	1	17
33640	32	1	17
33641	32	1	17
33642	32	1	17
33643	32	1	17
33644	32	1	17
33645	32	1	17
33646	32	1	17
33647	32	1	17
33648	32	1	17
33649	32	1	17
33650	32	1	17
33651	32	1	17
33652	32	1	17
33653	32	1	17
33654	32	1	17
33655	32	1	17
33656	32	1	17
33657	32	1	17
33658	32	1	17
33659	32	1	17
33660	32	1	17
33661	32	1	17
33662	32	1	17
33663	32	1	17
33664	32	1	17
33665	32	1	17
33666	32	1	17
33667	32	1	17
33668	32	1	17
33669	32	1	17
33670	32	1	17
33671	32	1	17
33672	32	1	17
33673	32	1	17
33674	32	1	17
33675	32	1	17
33676	32	1	17
33677	32	1	17
33678	32	1	17
33679	32	1	17
33680	32	1	17
33681	32	1	17
33682	32	1	17
33683	32	1	17
33684	32	1	17
33685	32	1	17
33686	32	1	17
33687	32	1	17
33688	32	1	17
33689	32	1	17
33690	32	1	17
33691	32	1	17
33692	32	1	17
33693	32	1	17
33694	32	1	17
33695	32	1	17
33696	32	1	17
33697	32	1	17
33698	32	1	17
33699	32	1	17
33700	32	1	17
33701	32	1	17
33702	32	1	17
33703	32	1	17
33704	32	1	17
33705	32	1	17
33706	32	1	17
33707	32	1	17
33708	32	1	17
33709	32	1	17
33710	32	1	17
33711	32	1	17
33712	32	1	17
33713	32	1	17
33714	32	1	17
33715	32	1	17
33716	32	1	17
33717	32	1	17
33718	32	1	17
33719	32	1	17
33720	32	1	17
33721	32	1	17
33722	32	1	17
33723	32	1	17
33724	32	1	17
33725	32	1	17
33726	32	1	17
33727	32	1	17
33728	32	1	17
33729	32	1	17
33730	32	1	17
33731	32	1	17
33732	32	1	17
33733	32	1	17
33734	32	1	17
33735	32	1	17
33736	32	1	17
33737	32	1	17
33738	32	1	17
33739	32	1	17
33740	32	1	17
33741	32	1	17
33742	32	1	17
33743	32	1	17
33744	32	1	17
33745	32	1	17
33746	32	1	17
33747	32	1	17
33748	32	1	17
33749	32	1	17
33750	32	1	17
33751	32	1	17
33752	32	1	17
33753	32	1	17
33754	32	1	17
33755	32	1	17
33756	32	1	17
33757	32	1	17
33758	32	1	17
33759	32	1	17
33760	32	1	17
33761	32	1	17
33762	32	1	17
33763	32	1	17
33764	32	1	17
33765	32	1	17
33766	32	1	17
33767	32	1	17
33768	32	1	17
33769	32	1	17
33770	32	1	17
33771	32	1	17
33772	32	1	17
33773	32	1	17
33774	32	1	17
33775	32	1	17
33776	32	1	17
33777	32	1	17
33778	32	1	17
33779	32	1	17
33780	32	1	17
33781	32	1	17
33782	32	1	17
33783	32	1	17
33784	32	1	17
33785	32	1	17
33786	32	1	17
33787	32	1	17
33788	32	1	17
33789	32	1	17
33790	32	1	17
33791	32	1	17
33792	32	1	17
33793	32	1	17
33794	32	1	17
33795	32	1	17
33796	32	1	17
33797	32	1	17
33798	32	1	17
33799	32	1	17
33800	32	1	17
33801	32	1	17
33802	32	1	17
33803	32	1	17
33804	32	1	17
33805	32	1	17
33806	32	1	17
33807	32	1	17
33808	32	1	17
33809	32	1	17
33810	32	1	17
33811	32	1	17
33812	32	1	17
33813	32	1	17
33814	32	1	17
33815	32	1	17
33816	32	1	17
33817	32	1	17
33818	32	1	17
33819	32	1	17
33820	32	1	17
33821	32	1	17
33822	32	1	17
33823	32	1	17
33824	32	1	17
33825	32	1	17
33826	32	1	17
33827	32	1	17
33828	32	1	17
33829	32	1	17
33830	32	1	17
33831	32	1	17
33832	32	1	17
33833	32	1	17
33834	32	1	17
33835	32	1	17
33836	32	1	17
33837	32	1	17
33838	32	1	17
33839	32	1	17
33840	32	1	17
33841	32	1	17
33842	32	1	17
33843	32	1	17
33844	32	1	17
33845	32	1	17
33846	32	1	17
33847	32	1	17
33848	32	1	17
33849	32	1	17
33850	32	1	17
33851	32	1	17
33852	32	1	17
33853	32	1	17
33854	32	1	17
33855	32	1	17
33856	32	1	17
33857	32	1	17
33858	32	1	17
33859	32	1	17
33860	32	1	17
33861	32	1	17
33862	32	1	17
33863	32	1	17
33864	32	1	17
33865	32	1	17
33866	32	1	17
33867	32	1	17
33868	32	1	17
33869	32	1	17
33870	32	1	17
33871	32	1	17
33872	32	1	17
33873	32	1	17
33874	32	1	17
33875	32	1	17
33876	32	1	17
33877	32	1	17
33878	32	1	17
33879	32	1	17
33880	32	1	17
33881	32	1	17
33882	32	1	17
33883	32	1	17
33884	32	1	17
33885	32	1	17
33886	32	1	17
33887	32	1	17
33888	32	1	17
33889	32	1	17
33890	32	1	17
33891	32	1	17
33892	32	1	17
33893	32	1	17
33894	32	1	17
33895	32	1	17
33896	32	1	17
33897	32	1	17
33898	32	1	17
33899	32	1	17
33900	32	1	17
33901	32	1	17
33902	32	1	17
33903	32	1	17
33904	32	1	17
33905	32	1	17
33906	32	1	17
33907	32	1	17
33908	32	1	17
33909	32	1	17
33910	32	1	17
33911	32	1	17
33912	32	1	17
33913	32	1	17
33914	32	1	17
33915	32	1	17
33916	32	1	17
