GroupSize	 NBO	 PRAC-CONFIG	 MAXIMUM_ACT
5888	32	1	66
5889	32	1	66
5890	32	1	66
5891	32	1	66
5892	32	1	66
5893	32	1	66
5894	32	1	66
5895	32	1	66
5896	32	1	66
5897	32	1	66
5898	32	1	66
5899	32	1	66
5900	32	1	66
5901	32	1	66
5902	32	1	66
5903	32	1	66
5904	32	1	66
5905	32	1	66
5906	32	1	66
5907	32	1	66
5908	32	1	66
5909	32	1	66
5910	32	1	66
5911	32	1	66
5912	32	1	66
5913	32	1	66
5914	32	1	66
5915	32	1	66
5916	32	1	66
5917	32	1	66
5918	32	1	66
5919	32	1	66
5920	32	1	66
5921	32	1	66
5922	32	1	66
5923	32	1	66
5924	32	1	66
5925	32	1	66
5926	32	1	66
5927	32	1	66
5928	32	1	66
5929	32	1	66
5930	32	1	66
5931	32	1	66
5932	32	1	66
5933	32	1	66
5934	32	1	66
5935	32	1	66
5936	32	1	66
5937	32	1	66
5938	32	1	66
5939	32	1	66
5940	32	1	66
5941	32	1	66
5942	32	1	66
5943	32	1	66
5944	32	1	66
5945	32	1	66
5946	32	1	66
5947	32	1	66
5948	32	1	66
5949	32	1	66
5950	32	1	66
5951	32	1	66
5952	32	1	66
5953	32	1	66
5954	32	1	66
5955	32	1	66
5956	32	1	66
5957	32	1	66
5958	32	1	66
5959	32	1	66
5960	32	1	66
5961	32	1	66
5962	32	1	66
5963	32	1	66
5964	32	1	66
5965	32	1	66
5966	32	1	66
5967	32	1	66
5968	32	1	66
5969	32	1	66
5970	32	1	66
5971	32	1	66
5972	32	1	66
5973	32	1	66
5974	32	1	66
5975	32	1	66
5976	32	1	66
5977	32	1	66
5978	32	1	66
5979	32	1	66
5980	32	1	66
5981	32	1	66
5982	32	1	66
5983	32	1	66
5984	32	1	66
5985	32	1	66
5986	32	1	66
5987	32	1	66
5988	32	1	66
5989	32	1	66
5990	32	1	66
5991	32	1	66
5992	32	1	66
5993	32	1	66
5994	32	1	66
5995	32	1	66
5996	32	1	66
5997	32	1	66
5998	32	1	66
5999	32	1	66
6000	32	1	66
6001	32	1	66
6002	32	1	66
6003	32	1	66
6004	32	1	66
6005	32	1	66
6006	32	1	66
6007	32	1	66
6008	32	1	66
6009	32	1	66
6010	32	1	66
6011	32	1	66
6012	32	1	66
6013	32	1	66
6014	32	1	66
6015	32	1	66
6016	32	1	66
6017	32	1	66
6018	32	1	66
6019	32	1	66
6020	32	1	66
6021	32	1	66
6022	32	1	66
6023	32	1	66
6024	32	1	66
6025	32	1	66
6026	32	1	66
6027	32	1	66
6028	32	1	66
6029	32	1	66
6030	32	1	66
6031	32	1	66
6032	32	1	66
6033	32	1	66
6034	32	1	66
6035	32	1	66
6036	32	1	66
6037	32	1	66
6038	32	1	66
6039	32	1	66
6040	32	1	66
6041	32	1	66
6042	32	1	66
6043	32	1	66
6044	32	1	66
6045	32	1	66
6046	32	1	66
6047	32	1	66
6048	32	1	66
6049	32	1	66
6050	32	1	66
6051	32	1	66
6052	32	1	66
6053	32	1	66
6054	32	1	66
6055	32	1	66
6056	32	1	66
6057	32	1	66
6058	32	1	66
6059	32	1	66
6060	32	1	66
6061	32	1	66
6062	32	1	66
6063	32	1	66
6064	32	1	66
6065	32	1	66
6066	32	1	66
6067	32	1	66
6068	32	1	66
6069	32	1	66
6070	32	1	66
6071	32	1	66
6072	32	1	66
6073	32	1	66
6074	32	1	66
6075	32	1	66
6076	32	1	66
6077	32	1	66
6078	32	1	66
6079	32	1	66
6080	32	1	66
6081	32	1	66
6082	32	1	66
6083	32	1	66
6084	32	1	66
6085	32	1	66
6086	32	1	66
6087	32	1	66
6088	32	1	66
6089	32	1	66
6090	32	1	66
6091	32	1	66
6092	32	1	66
6093	32	1	66
6094	32	1	66
6095	32	1	66
6096	32	1	66
6097	32	1	66
6098	32	1	66
6099	32	1	66
6100	32	1	66
6101	32	1	66
6102	32	1	66
6103	32	1	66
6104	32	1	66
6105	32	1	66
6106	32	1	66
6107	32	1	66
6108	32	1	66
6109	32	1	66
6110	32	1	66
6111	32	1	66
6112	32	1	66
6113	32	1	66
6114	32	1	66
6115	32	1	66
6116	32	1	66
6117	32	1	66
6118	32	1	66
6119	32	1	66
6120	32	1	66
6121	32	1	66
6122	32	1	66
6123	32	1	66
6124	32	1	66
6125	32	1	66
6126	32	1	66
6127	32	1	66
6128	32	1	66
6129	32	1	66
6130	32	1	66
6131	32	1	66
6132	32	1	66
6133	32	1	66
6134	32	1	66
6135	32	1	66
6136	32	1	66
6137	32	1	66
6138	32	1	66
6139	32	1	66
6140	32	1	66
6141	32	1	66
6142	32	1	66
6143	32	1	66
6144	32	1	66
6145	32	1	66
6146	32	1	66
6147	32	1	66
6148	32	1	66
6149	32	1	66
6150	32	1	66
6151	32	1	66
6152	32	1	66
6153	32	1	66
6154	32	1	66
6155	32	1	66
6156	32	1	66
6157	32	1	66
6158	32	1	66
6159	32	1	66
6160	32	1	66
6161	32	1	66
6162	32	1	66
6163	32	1	66
6164	32	1	66
6165	32	1	66
6166	32	1	66
6167	32	1	66
6168	32	1	66
6169	32	1	66
6170	32	1	66
6171	32	1	66
6172	32	1	66
6173	32	1	66
6174	32	1	66
6175	32	1	66
6176	32	1	66
6177	32	1	66
6178	32	1	66
6179	32	1	66
6180	32	1	66
6181	32	1	66
6182	32	1	66
6183	32	1	66
6184	32	1	66
6185	32	1	66
6186	32	1	66
6187	32	1	66
6188	32	1	66
6189	32	1	66
6190	32	1	66
6191	32	1	66
6192	32	1	66
6193	32	1	66
6194	32	1	66
6195	32	1	66
6196	32	1	66
6197	32	1	66
6198	32	1	66
6199	32	1	66
6200	32	1	66
6201	32	1	66
6202	32	1	66
6203	32	1	66
6204	32	1	66
6205	32	1	66
6206	32	1	66
6207	32	1	66
6208	32	1	66
6209	32	1	66
6210	32	1	66
6211	32	1	66
6212	32	1	66
6213	32	1	66
6214	32	1	66
6215	32	1	66
6216	32	1	66
6217	32	1	66
6218	32	1	66
6219	32	1	66
6220	32	1	66
6221	32	1	66
6222	32	1	66
6223	32	1	66
6224	32	1	66
6225	32	1	66
6226	32	1	66
6227	32	1	66
6228	32	1	66
6229	32	1	66
6230	32	1	66
6231	32	1	66
6232	32	1	66
6233	32	1	66
6234	32	1	66
6235	32	1	66
6236	32	1	66
6237	32	1	66
6238	32	1	66
6239	32	1	66
6240	32	1	66
6241	32	1	66
6242	32	1	66
6243	32	1	66
6244	32	1	66
6245	32	1	66
6246	32	1	66
6247	32	1	66
6248	32	1	66
6249	32	1	66
6250	32	1	66
6251	32	1	66
6252	32	1	66
6253	32	1	66
6254	32	1	66
6255	32	1	66
6256	32	1	66
6257	32	1	66
6258	32	1	66
6259	32	1	66
6260	32	1	66
6261	32	1	66
6262	32	1	66
6263	32	1	66
6264	32	1	66
6265	32	1	66
6266	32	1	66
6267	32	1	66
6268	32	1	66
6269	32	1	66
6270	32	1	66
6271	32	1	66
6272	32	1	66
6273	32	1	66
6274	32	1	66
6275	32	1	66
6276	32	1	66
6277	32	1	66
6278	32	1	66
6279	32	1	66
6280	32	1	66
6281	32	1	66
6282	32	1	66
6283	32	1	66
6284	32	1	66
6285	32	1	66
6286	32	1	66
6287	32	1	66
6288	32	1	66
6289	32	1	66
6290	32	1	66
6291	32	1	66
6292	32	1	66
6293	32	1	66
6294	32	1	66
6295	32	1	66
6296	32	1	66
6297	32	1	66
6298	32	1	66
6299	32	1	66
6300	32	1	66
6301	32	1	66
6302	32	1	66
6303	32	1	66
6304	32	1	66
6305	32	1	66
6306	32	1	66
6307	32	1	66
6308	32	1	66
6309	32	1	66
6310	32	1	66
6311	32	1	66
6312	32	1	66
6313	32	1	66
6314	32	1	66
6315	32	1	66
6316	32	1	66
6317	32	1	66
6318	32	1	66
6319	32	1	66
6320	32	1	66
6321	32	1	66
6322	32	1	66
6323	32	1	66
6324	32	1	66
6325	32	1	66
6326	32	1	66
6327	32	1	66
6328	32	1	66
6329	32	1	66
6330	32	1	66
6331	32	1	66
6332	32	1	66
6333	32	1	66
6334	32	1	66
6335	32	1	66
6336	32	1	66
6337	32	1	66
6338	32	1	66
6339	32	1	66
6340	32	1	66
6341	32	1	66
6342	32	1	66
6343	32	1	66
6344	32	1	66
6345	32	1	66
6346	32	1	66
6347	32	1	66
6348	32	1	66
6349	32	1	66
6350	32	1	66
6351	32	1	66
6352	32	1	66
6353	32	1	66
6354	32	1	66
6355	32	1	66
6356	32	1	66
6357	32	1	66
6358	32	1	66
6359	32	1	66
6360	32	1	66
6361	32	1	66
6362	32	1	66
6363	32	1	66
6364	32	1	66
6365	32	1	66
6366	32	1	66
6367	32	1	66
6368	32	1	66
6369	32	1	66
6370	32	1	66
6371	32	1	66
6372	32	1	66
6373	32	1	66
6374	32	1	66
6375	32	1	66
6376	32	1	66
6377	32	1	66
6378	32	1	66
6379	32	1	66
6380	32	1	66
6381	32	1	66
6382	32	1	66
6383	32	1	66
6384	32	1	66
6385	32	1	66
6386	32	1	66
6387	32	1	66
6388	32	1	66
6389	32	1	66
6390	32	1	66
6391	32	1	66
6392	32	1	66
6393	32	1	66
6394	32	1	66
6395	32	1	66
6396	32	1	66
6397	32	1	66
6398	32	1	66
6399	32	1	66
6400	32	1	66
6401	32	1	66
6402	32	1	66
6403	32	1	66
6404	32	1	66
6405	32	1	66
6406	32	1	66
6407	32	1	66
6408	32	1	66
6409	32	1	66
6410	32	1	66
6411	32	1	66
6412	32	1	66
6413	32	1	66
6414	32	1	66
6415	32	1	66
6416	32	1	66
6417	32	1	66
6418	32	1	66
6419	32	1	66
6420	32	1	66
6421	32	1	66
6422	32	1	66
6423	32	1	66
6424	32	1	66
6425	32	1	66
6426	32	1	66
6427	32	1	66
6428	32	1	66
6429	32	1	66
6430	32	1	66
6431	32	1	66
6432	32	1	66
6433	32	1	66
6434	32	1	66
6435	32	1	66
6436	32	1	66
6437	32	1	66
6438	32	1	66
6439	32	1	66
6440	32	1	66
6441	32	1	66
6442	32	1	66
6443	32	1	66
6444	32	1	66
6445	32	1	66
6446	32	1	66
6447	32	1	66
6448	32	1	66
6449	32	1	66
6450	32	1	66
6451	32	1	66
6452	32	1	66
6453	32	1	66
6454	32	1	66
6455	32	1	66
6456	32	1	66
6457	32	1	66
6458	32	1	66
6459	32	1	66
6460	32	1	66
6461	32	1	66
6462	32	1	66
6463	32	1	66
6464	32	1	66
6465	32	1	66
6466	32	1	66
6467	32	1	66
6468	32	1	66
6469	32	1	66
6470	32	1	66
6471	32	1	66
6472	32	1	66
6473	32	1	66
6474	32	1	66
6475	32	1	66
6476	32	1	66
6477	32	1	66
6478	32	1	66
6479	32	1	66
6480	32	1	66
6481	32	1	66
6482	32	1	66
6483	32	1	66
6484	32	1	66
6485	32	1	66
6486	32	1	66
6487	32	1	66
6488	32	1	66
6489	32	1	66
6490	32	1	66
6491	32	1	66
6492	32	1	66
6493	32	1	66
6494	32	1	66
6495	32	1	66
6496	32	1	66
6497	32	1	66
6498	32	1	66
6499	32	1	66
6500	32	1	66
6501	32	1	66
6502	32	1	66
6503	32	1	66
6504	32	1	66
6505	32	1	66
6506	32	1	66
6507	32	1	66
6508	32	1	66
6509	32	1	66
6510	32	1	66
6511	32	1	66
6512	32	1	66
6513	32	1	66
6514	32	1	66
6515	32	1	66
6516	32	1	66
6517	32	1	66
6518	32	1	66
6519	32	1	66
6520	32	1	66
6521	32	1	66
6522	32	1	66
6523	32	1	66
6524	32	1	66
6525	32	1	66
6526	32	1	66
6527	32	1	66
6528	32	1	66
6529	32	1	66
6530	32	1	66
6531	32	1	66
6532	32	1	66
6533	32	1	66
6534	32	1	66
6535	32	1	66
6536	32	1	66
6537	32	1	66
6538	32	1	66
6539	32	1	66
6540	32	1	66
6541	32	1	66
6542	32	1	66
6543	32	1	66
6544	32	1	66
6545	32	1	66
6546	32	1	66
6547	32	1	66
6548	32	1	66
6549	32	1	66
6550	32	1	66
6551	32	1	66
6552	32	1	66
6553	32	1	66
6554	32	1	66
6555	32	1	66
6556	32	1	66
6557	32	1	66
6558	32	1	66
6559	32	1	66
6560	32	1	66
6561	32	1	66
6562	32	1	66
6563	32	1	66
6564	32	1	66
6565	32	1	66
6566	32	1	66
6567	32	1	66
6568	32	1	66
6569	32	1	66
6570	32	1	66
6571	32	1	66
6572	32	1	66
6573	32	1	66
6574	32	1	66
6575	32	1	66
6576	32	1	66
6577	32	1	66
6578	32	1	66
6579	32	1	66
6580	32	1	66
6581	32	1	66
6582	32	1	66
6583	32	1	66
6584	32	1	66
6585	32	1	66
6586	32	1	66
6587	32	1	66
6588	32	1	66
6589	32	1	66
6590	32	1	66
6591	32	1	66
6592	32	1	66
6593	32	1	66
6594	32	1	66
6595	32	1	66
6596	32	1	66
6597	32	1	66
6598	32	1	66
6599	32	1	66
6600	32	1	66
6601	32	1	66
6602	32	1	66
6603	32	1	66
6604	32	1	66
6605	32	1	66
6606	32	1	66
6607	32	1	66
6608	32	1	66
6609	32	1	66
6610	32	1	66
6611	32	1	66
6612	32	1	66
6613	32	1	66
6614	32	1	66
6615	32	1	66
6616	32	1	66
6617	32	1	66
6618	32	1	66
6619	32	1	66
6620	32	1	66
6621	32	1	66
6622	32	1	66
6623	32	1	66
6624	32	1	66
6625	32	1	66
6626	32	1	66
6627	32	1	66
6628	32	1	66
6629	32	1	66
6630	32	1	66
6631	32	1	66
6632	32	1	66
6633	32	1	66
6634	32	1	66
6635	32	1	66
6636	32	1	66
6637	32	1	66
6638	32	1	66
6639	32	1	66
6640	32	1	66
6641	32	1	66
6642	32	1	66
6643	32	1	66
6644	32	1	66
6645	32	1	66
6646	32	1	66
6647	32	1	66
6648	32	1	66
6649	32	1	66
6650	32	1	66
6651	32	1	66
6652	32	1	66
6653	32	1	66
6654	32	1	66
6655	32	1	66
6656	32	1	66
6657	32	1	66
6658	32	1	66
6659	32	1	66
6660	32	1	66
6661	32	1	66
6662	32	1	66
6663	32	1	66
6664	32	1	66
6665	32	1	66
6666	32	1	66
6667	32	1	66
6668	32	1	66
6669	32	1	66
6670	32	1	66
6671	32	1	66
6672	32	1	66
6673	32	1	66
6674	32	1	66
6675	32	1	66
6676	32	1	66
6677	32	1	66
6678	32	1	66
6679	32	1	66
6680	32	1	66
6681	32	1	66
6682	32	1	66
6683	32	1	66
6684	32	1	66
6685	32	1	66
6686	32	1	66
6687	32	1	66
6688	32	1	66
6689	32	1	66
6690	32	1	66
6691	32	1	66
6692	32	1	66
6693	32	1	66
6694	32	1	66
6695	32	1	66
6696	32	1	66
6697	32	1	66
6698	32	1	66
6699	32	1	66
6700	32	1	66
6701	32	1	66
6702	32	1	66
6703	32	1	66
6704	32	1	66
6705	32	1	66
6706	32	1	66
6707	32	1	66
6708	32	1	66
6709	32	1	66
6710	32	1	66
6711	32	1	66
6712	32	1	66
6713	32	1	66
6714	32	1	66
6715	32	1	66
6716	32	1	66
6717	32	1	66
6718	32	1	66
6719	32	1	66
6720	32	1	66
6721	32	1	66
6722	32	1	66
6723	32	1	66
6724	32	1	66
6725	32	1	66
6726	32	1	66
6727	32	1	66
6728	32	1	66
6729	32	1	66
6730	32	1	66
6731	32	1	66
6732	32	1	66
6733	32	1	66
6734	32	1	66
6735	32	1	66
6736	32	1	66
6737	32	1	66
6738	32	1	66
6739	32	1	66
6740	32	1	66
6741	32	1	66
6742	32	1	66
6743	32	1	66
6744	32	1	66
6745	32	1	66
6746	32	1	66
6747	32	1	66
6748	32	1	66
6749	32	1	66
6750	32	1	66
6751	32	1	66
6752	32	1	66
6753	32	1	66
6754	32	1	66
6755	32	1	66
6756	32	1	66
6757	32	1	66
6758	32	1	66
6759	32	1	66
6760	32	1	66
6761	32	1	66
6762	32	1	66
6763	32	1	66
6764	32	1	66
6765	32	1	66
6766	32	1	66
6767	32	1	66
6768	32	1	66
6769	32	1	66
6770	32	1	66
6771	32	1	66
6772	32	1	66
6773	32	1	66
6774	32	1	66
6775	32	1	66
6776	32	1	66
6777	32	1	66
6778	32	1	66
6779	32	1	66
6780	32	1	66
6781	32	1	66
6782	32	1	66
6783	32	1	66
6784	32	1	66
6785	32	1	66
6786	32	1	66
6787	32	1	66
6788	32	1	66
6789	32	1	66
6790	32	1	66
6791	32	1	66
6792	32	1	66
6793	32	1	66
6794	32	1	66
6795	32	1	66
6796	32	1	66
6797	32	1	66
6798	32	1	66
6799	32	1	66
6800	32	1	66
6801	32	1	66
6802	32	1	66
6803	32	1	66
6804	32	1	66
6805	32	1	66
6806	32	1	66
6807	32	1	66
6808	32	1	66
6809	32	1	66
6810	32	1	66
6811	32	1	66
6812	32	1	66
6813	32	1	66
6814	32	1	66
6815	32	1	66
6816	32	1	66
6817	32	1	66
6818	32	1	66
6819	32	1	66
6820	32	1	66
6821	32	1	66
6822	32	1	66
6823	32	1	66
6824	32	1	66
6825	32	1	66
6826	32	1	66
6827	32	1	66
6828	32	1	66
6829	32	1	66
6830	32	1	66
6831	32	1	66
6832	32	1	66
6833	32	1	66
6834	32	1	66
6835	32	1	66
6836	32	1	66
6837	32	1	66
6838	32	1	66
6839	32	1	66
6840	32	1	66
6841	32	1	66
6842	32	1	66
6843	32	1	66
6844	32	1	66
6845	32	1	66
6846	32	1	66
6847	32	1	66
6848	32	1	66
6849	32	1	66
6850	32	1	66
6851	32	1	66
6852	32	1	66
6853	32	1	66
6854	32	1	66
6855	32	1	66
6856	32	1	66
6857	32	1	66
6858	32	1	66
6859	32	1	66
6860	32	1	66
6861	32	1	66
6862	32	1	66
6863	32	1	66
6864	32	1	66
6865	32	1	66
6866	32	1	66
6867	32	1	66
6868	32	1	66
6869	32	1	66
6870	32	1	66
6871	32	1	66
6872	32	1	66
6873	32	1	66
6874	32	1	66
6875	32	1	66
6876	32	1	66
6877	32	1	66
6878	32	1	66
6879	32	1	66
6880	32	1	66
6881	32	1	66
6882	32	1	66
6883	32	1	66
6884	32	1	66
6885	32	1	66
6886	32	1	66
6887	32	1	66
6888	32	1	66
6889	32	1	66
6890	32	1	66
6891	32	1	67
6892	32	1	67
6893	32	1	67
6894	32	1	67
6895	32	1	67
6896	32	1	67
6897	32	1	67
6898	32	1	67
6899	32	1	67
6900	32	1	67
6901	32	1	67
6902	32	1	67
6903	32	1	67
6904	32	1	67
6905	32	1	67
6906	32	1	67
6907	32	1	67
6908	32	1	67
6909	32	1	67
6910	32	1	67
6911	32	1	67
6912	32	1	67
6913	32	1	67
6914	32	1	67
6915	32	1	67
6916	32	1	67
6917	32	1	67
6918	32	1	67
6919	32	1	67
6920	32	1	67
6921	32	1	67
6922	32	1	67
6923	32	1	67
6924	32	1	67
6925	32	1	67
6926	32	1	67
6927	32	1	67
6928	32	1	67
6929	32	1	67
6930	32	1	67
6931	32	1	67
6932	32	1	67
6933	32	1	67
6934	32	1	67
6935	32	1	67
6936	32	1	67
6937	32	1	67
6938	32	1	67
6939	32	1	67
6940	32	1	67
6941	32	1	67
6942	32	1	67
6943	32	1	67
6944	32	1	67
6945	32	1	67
6946	32	1	67
6947	32	1	67
6948	32	1	67
6949	32	1	67
6950	32	1	67
6951	32	1	67
6952	32	1	67
6953	32	1	67
6954	32	1	67
6955	32	1	67
6956	32	1	67
6957	32	1	67
6958	32	1	67
6959	32	1	67
6960	32	1	67
6961	32	1	67
6962	32	1	67
6963	32	1	67
6964	32	1	67
6965	32	1	67
6966	32	1	67
6967	32	1	67
6968	32	1	67
6969	32	1	67
6970	32	1	67
6971	32	1	67
6972	32	1	67
6973	32	1	67
6974	32	1	67
6975	32	1	67
6976	32	1	67
6977	32	1	67
6978	32	1	67
6979	32	1	67
6980	32	1	67
6981	32	1	67
6982	32	1	67
6983	32	1	67
6984	32	1	67
6985	32	1	67
6986	32	1	67
6987	32	1	67
6988	32	1	67
6989	32	1	67
6990	32	1	67
6991	32	1	67
6992	32	1	67
6993	32	1	67
6994	32	1	67
6995	32	1	67
6996	32	1	67
6997	32	1	67
6998	32	1	67
6999	32	1	67
7000	32	1	67
7001	32	1	67
7002	32	1	67
7003	32	1	67
7004	32	1	67
7005	32	1	67
7006	32	1	67
7007	32	1	67
7008	32	1	67
7009	32	1	67
7010	32	1	67
7011	32	1	67
7012	32	1	67
7013	32	1	67
7014	32	1	67
7015	32	1	67
7016	32	1	67
7017	32	1	67
7018	32	1	67
7019	32	1	67
7020	32	1	67
7021	32	1	67
7022	32	1	67
7023	32	1	67
7024	32	1	67
7025	32	1	67
7026	32	1	67
7027	32	1	67
7028	32	1	67
7029	32	1	67
7030	32	1	67
7031	32	1	67
7032	32	1	67
7033	32	1	67
7034	32	1	67
7035	32	1	67
7036	32	1	67
7037	32	1	67
7038	32	1	67
7039	32	1	67
7040	32	1	67
7041	32	1	67
7042	32	1	67
7043	32	1	67
7044	32	1	67
7045	32	1	67
7046	32	1	67
7047	32	1	67
7048	32	1	67
7049	32	1	67
7050	32	1	67
7051	32	1	67
7052	32	1	67
7053	32	1	67
7054	32	1	67
7055	32	1	67
7056	32	1	67
7057	32	1	67
7058	32	1	67
7059	32	1	67
7060	32	1	67
7061	32	1	67
7062	32	1	67
7063	32	1	67
7064	32	1	67
7065	32	1	67
7066	32	1	67
7067	32	1	67
7068	32	1	67
7069	32	1	67
7070	32	1	67
7071	32	1	67
7072	32	1	67
7073	32	1	67
7074	32	1	67
7075	32	1	67
7076	32	1	67
7077	32	1	67
7078	32	1	67
7079	32	1	67
7080	32	1	67
7081	32	1	67
7082	32	1	67
7083	32	1	67
7084	32	1	67
7085	32	1	67
7086	32	1	67
7087	32	1	67
7088	32	1	67
7089	32	1	67
7090	32	1	67
7091	32	1	67
7092	32	1	67
7093	32	1	67
7094	32	1	67
7095	32	1	67
7096	32	1	67
7097	32	1	67
7098	32	1	67
7099	32	1	67
7100	32	1	67
7101	32	1	67
7102	32	1	67
7103	32	1	67
7104	32	1	67
7105	32	1	67
7106	32	1	67
7107	32	1	67
7108	32	1	67
7109	32	1	67
7110	32	1	67
7111	32	1	67
7112	32	1	67
7113	32	1	67
7114	32	1	67
7115	32	1	67
7116	32	1	67
7117	32	1	67
7118	32	1	67
7119	32	1	67
7120	32	1	67
7121	32	1	67
7122	32	1	67
7123	32	1	67
7124	32	1	67
7125	32	1	67
7126	32	1	67
7127	32	1	67
7128	32	1	67
7129	32	1	67
7130	32	1	67
7131	32	1	67
7132	32	1	67
7133	32	1	67
7134	32	1	67
7135	32	1	67
7136	32	1	67
7137	32	1	67
7138	32	1	67
7139	32	1	67
7140	32	1	67
7141	32	1	67
7142	32	1	67
7143	32	1	67
7144	32	1	67
7145	32	1	67
7146	32	1	67
7147	32	1	67
7148	32	1	67
7149	32	1	67
7150	32	1	67
7151	32	1	67
7152	32	1	67
7153	32	1	67
7154	32	1	67
7155	32	1	67
7156	32	1	67
7157	32	1	67
7158	32	1	67
7159	32	1	67
7160	32	1	67
7161	32	1	67
7162	32	1	67
7163	32	1	67
7164	32	1	67
7165	32	1	67
7166	32	1	67
7167	32	1	67
7168	32	1	67
7169	32	1	67
7170	32	1	67
7171	32	1	67
7172	32	1	67
7173	32	1	67
7174	32	1	67
7175	32	1	67
7176	32	1	67
7177	32	1	67
7178	32	1	67
7179	32	1	67
7180	32	1	67
7181	32	1	67
7182	32	1	67
7183	32	1	67
7184	32	1	67
7185	32	1	67
7186	32	1	67
7187	32	1	67
7188	32	1	67
7189	32	1	67
7190	32	1	67
7191	32	1	67
7192	32	1	67
7193	32	1	67
7194	32	1	67
7195	32	1	67
7196	32	1	67
7197	32	1	67
7198	32	1	67
7199	32	1	67
7200	32	1	67
7201	32	1	67
7202	32	1	67
7203	32	1	67
7204	32	1	67
7205	32	1	67
7206	32	1	67
7207	32	1	67
7208	32	1	67
7209	32	1	67
7210	32	1	67
7211	32	1	67
7212	32	1	67
7213	32	1	67
7214	32	1	67
7215	32	1	67
7216	32	1	67
7217	32	1	67
7218	32	1	67
7219	32	1	67
7220	32	1	67
7221	32	1	67
7222	32	1	67
7223	32	1	67
7224	32	1	67
7225	32	1	67
7226	32	1	67
7227	32	1	67
7228	32	1	67
7229	32	1	67
7230	32	1	67
7231	32	1	67
7232	32	1	67
7233	32	1	67
7234	32	1	67
7235	32	1	67
7236	32	1	67
7237	32	1	67
7238	32	1	67
7239	32	1	67
7240	32	1	67
7241	32	1	67
7242	32	1	67
7243	32	1	67
7244	32	1	67
7245	32	1	67
7246	32	1	67
7247	32	1	67
7248	32	1	67
7249	32	1	67
7250	32	1	67
7251	32	1	67
7252	32	1	67
7253	32	1	67
7254	32	1	67
7255	32	1	67
7256	32	1	67
7257	32	1	67
7258	32	1	67
7259	32	1	67
7260	32	1	67
7261	32	1	67
7262	32	1	67
7263	32	1	67
7264	32	1	67
7265	32	1	67
7266	32	1	67
7267	32	1	67
7268	32	1	67
7269	32	1	67
7270	32	1	67
7271	32	1	67
7272	32	1	67
7273	32	1	67
7274	32	1	67
7275	32	1	67
7276	32	1	67
7277	32	1	67
7278	32	1	67
7279	32	1	67
7280	32	1	67
7281	32	1	67
7282	32	1	67
7283	32	1	67
7284	32	1	67
7285	32	1	67
7286	32	1	67
7287	32	1	67
7288	32	1	67
7289	32	1	67
7290	32	1	67
7291	32	1	67
7292	32	1	67
7293	32	1	67
7294	32	1	67
7295	32	1	67
7296	32	1	67
7297	32	1	67
7298	32	1	67
7299	32	1	67
7300	32	1	67
7301	32	1	67
7302	32	1	67
7303	32	1	67
7304	32	1	67
7305	32	1	67
7306	32	1	67
7307	32	1	67
7308	32	1	67
7309	32	1	67
7310	32	1	67
7311	32	1	67
7312	32	1	67
7313	32	1	67
7314	32	1	67
7315	32	1	67
7316	32	1	67
7317	32	1	67
7318	32	1	67
7319	32	1	67
7320	32	1	67
7321	32	1	67
7322	32	1	67
7323	32	1	67
7324	32	1	67
7325	32	1	67
7326	32	1	67
7327	32	1	67
7328	32	1	67
7329	32	1	67
7330	32	1	67
7331	32	1	67
7332	32	1	67
7333	32	1	67
7334	32	1	67
7335	32	1	67
7336	32	1	67
7337	32	1	67
7338	32	1	67
7339	32	1	67
7340	32	1	67
7341	32	1	67
7342	32	1	67
7343	32	1	67
7344	32	1	67
7345	32	1	67
7346	32	1	67
7347	32	1	67
7348	32	1	67
7349	32	1	67
7350	32	1	67
7351	32	1	67
7352	32	1	67
7353	32	1	67
7354	32	1	67
7355	32	1	67
7356	32	1	67
7357	32	1	67
7358	32	1	67
7359	32	1	67
7360	32	1	67
7361	32	1	67
7362	32	1	67
7363	32	1	67
7364	32	1	67
7365	32	1	67
7366	32	1	67
7367	32	1	67
7368	32	1	67
7369	32	1	67
7370	32	1	67
7371	32	1	67
7372	32	1	67
7373	32	1	67
7374	32	1	67
7375	32	1	67
7376	32	1	67
7377	32	1	67
7378	32	1	67
7379	32	1	67
7380	32	1	67
7381	32	1	67
7382	32	1	67
7383	32	1	67
7384	32	1	67
7385	32	1	67
7386	32	1	67
7387	32	1	67
7388	32	1	67
7389	32	1	67
7390	32	1	67
7391	32	1	67
7392	32	1	67
7393	32	1	67
7394	32	1	67
7395	32	1	67
7396	32	1	67
7397	32	1	67
7398	32	1	67
7399	32	1	67
7400	32	1	67
7401	32	1	67
7402	32	1	67
7403	32	1	67
7404	32	1	67
7405	32	1	67
7406	32	1	67
7407	32	1	67
7408	32	1	67
7409	32	1	67
7410	32	1	67
7411	32	1	67
7412	32	1	67
7413	32	1	67
7414	32	1	67
7415	32	1	67
7416	32	1	67
7417	32	1	67
7418	32	1	67
7419	32	1	67
7420	32	1	67
7421	32	1	67
7422	32	1	67
7423	32	1	67
7424	32	1	67
7425	32	1	67
7426	32	1	67
7427	32	1	67
7428	32	1	67
7429	32	1	67
7430	32	1	67
7431	32	1	67
7432	32	1	67
7433	32	1	67
7434	32	1	67
7435	32	1	67
7436	32	1	67
7437	32	1	67
7438	32	1	67
